time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
65703	14.5761	-6258.83	2164.49	34022	7245.76
67656	14.5746	-6247.2	2167.9	34025.9	7236.83
69609	14.5769	-6244.55	2169.89	34041.8	7221.37
71563	14.5784	-6243.55	2171.8	34066.9	7210.79
73516	14.5746	-6234.8	2171.66	34089	7178.73
75469	14.5705	-6234.85	2159.29	34106	7136.45
77422	14.5743	-6234.77	2153.61	34097.1	7121.76
79375	14.5759	-6217.62	2161.04	34066.2	7157.06
81328	14.5759	-6203.91	2167.11	34032.5	7212.11
83281	14.571	-6192.13	2170.98	34014.5	7258.58
85234	14.5725	-6179.28	2174.75	34016.9	7271.63
87188	14.5748	-6181.93	2181.91	34033.3	7258.32
89141	14.5705	-6191.67	2195.27	34057.4	7238.26
91094	14.5682	-6207.11	2196.97	34075.7	7221.51
93047	14.5701	-6213.03	2173.93	34097.6	7222.48
95000	14.5689	-6223.08	2157.68	34123.2	7205.27
96953	14.5707	-6172.15	2077.54	34124	7153.14
98906	14.5685	-6062.15	1967.78	34101.9	7135.4
100859	14.5653	-6039.47	1945.35	34056.1	7177.78
102813	14.5654	-6043.09	2035.91	34011.9	7243.27
104766	14.5637	-6064.27	2100.81	33999.3	7282.32
106719	14.5627	-6041.7	2155.21	34017.4	7278.24
108672	14.5629	-6040.4	2220.63	34036.8	7257
110625	14.5638	-6081.77	2261.55	34057.5	7228.33
112578	14.5598	-6130.36	2278.94	34073.2	7211.5
114531	14.5591	-6167.27	2245.85	34094.5	7208.77
116484	14.5625	-6168.26	2198.47	34098.2	7196.45
118438	14.559	-6176.03	2180.06	34076.8	7163.26
120391	14.5599	-6184.47	2175.13	34046.1	7154.52
122344	14.5608	-6190.56	2171.7	34020.3	7172.47
124297	14.5559	-6174.63	2183.03	34005.4	7158.36
126250	14.5531	-6164.13	2177.14	34007.6	7084.02
128203	14.5562	-6154.82	2188.65	34031.2	7077.11
130156	14.5538	-6145.43	2232.27	34065.2	7187.75
132109	14.5571	-6132.19	2267.01	34091.7	7291.04
134063	14.5538	-6116.21	2258.17	34123.4	7320.15
136016	14.5525	-6099.15	2243.93	34143.8	7279.14
137969	14.5554	-6077.71	2218.14	34131	7235.23
139922	14.5525	-6063.51	2214.37	34099.7	7224.37
141875	14.5493	-6059.34	2215.4	34063.7	7224.39
143828	14.5515	-6035.76	2215.28	34030.7	7217.49
145781	14.5538	-6023.07	2214.25	34030.8	7226.63
147734	14.5513	-6027.33	2220.23	34035	7208.57
149688	14.5511	-6009.4	2222.32	34055.7	7133.77
151641	14.5469	-5995.81	2215.76	34083.1	7096.93
153594	14.5423	-5983.71	2200.68	34095.1	7155.59
155547	14.5424	-5977.25	2201.36	34106.3	7234.81
157500	14.541	-5959.79	2197.72	34093.8	7268.83
159453	14.5416	-5941.34	2202.25	34059.9	7255.23
161406	14.5424	-5924.35	2189.6	34026.9	7238.13
163359	14.5413	-5920.48	2197.77	34014.3	7229.15
165313	14.5411	-5901.4	2201.51	34022.2	7221.89
167266	14.5393	-5914.93	2201.97	34030	7228.2
169219	14.54	-5918.79	2198.59	34047.4	7233.78
171172	14.5403	-5930.43	2191.36	34072	7228.94
173125	14.5395	-5922.02	2190.64	34093.9	7226.99
175078	14.5357	-5915.26	2185.29	34112.7	7192.82
177031	14.5332	-5900.23	2193.99	34112.1	7133.65
178984	14.5311	-5895.86	2185.72	34102.5	7075.24
180938	14.5366	-5885.19	2173.58	34080.7	7082.57
182891	14.5356	-5884.78	2181.66	34049.6	7172.77
184844	14.5327	-5875.56	2182.33	34033.8	7257.12
186797	14.5363	-5870.49	2179.22	34038.9	7280.14
188750	14.5312	-5882.04	2178.08	34054.1	7282.4
190703	14.5313	-5891.77	2192.08	34069.8	7279.36
192656	14.5262	-5895.14	2189.23	34085.5	7259.8
194609	14.5284	-5906.51	2183.28	34110.3	7239.58
196563	14.5285	-5912.79	2180.65	34116.5	7218.31
198516	14.5305	-5918	2181.99	34091.4	7201.39
200469	14.5273	-5924.93	2179.58	34057.2	7197.9
202422	14.5292	-5941.54	2186.75	34023.7	7195.62
204375	14.5305	-5972.25	2193.72	34019.4	7190.36
206328	14.5273	-5989.73	2188.74	34021.8	7193.36
208281	14.5274	-5992.26	2176.97	34024.4	7145.11
210234	14.5269	-6013.81	2174.04	34038.4	7118.71
212188	14.526	-6043.43	2190.88	34045.6	7155.6
214141	14.5211	-6056.96	2181.47	34079.9	7166.39
216094	14.5248	-6071.17	2180.89	34086.6	7157.62
218047	14.5208	-6080.51	2188.22	34069.5	7187.16
220000	14.5186	-6103.66	2185.09	34029	7236.68
221953	14.5203	-6122.4	2183.39	33991.8	7251.11
223906	14.521	-6137.67	2192.51	33966.6	7249.52
225859	14.5201	-6149.42	2206.57	33960.1	7241.9
227813	14.5174	-6167.71	2215.96	33966.7	7245.04
229766	14.5172	-6193.33	2220.4	33988	7245.01
231719	14.5197	-6218.55	2216.29	34007.7	7234.4
233672	14.5187	-6238.83	2211.92	34021.3	7215.39
235625	14.5168	-6238.07	2197.03	34035.7	7202.47
237578	14.5134	-6255.09	2178.32	34030.1	7192.38
239531	14.5126	-6253.26	2179.25	34006.6	7193.12
241484	14.5155	-6240.88	2157.59	33970.5	7207
243438	14.519	-6241.77	2132.2	33950.6	7197.9
245391	14.5184	-6254.1	2125.1	33946.4	7120.62
247344	14.5167	-6252.16	2142.04	33957.7	7092.37
249297	14.5169	-6270.69	2168.21	33982.8	7163.2
251250	14.5178	-6280.97	2163.43	34011.6	7254.37
253203	14.5141	-6287.76	2165.37	34037	7290.53
255156	14.5111	-6302.32	2184.63	34055.6	7270.71
257109	14.5112	-6310.55	2174.95	34055.5	7256.58
259063	14.5148	-6321.89	2177.58	34035.9	7235.47
261016	14.5111	-6318.63	2177.43	33999.9	7226.21
262969	14.5102	-6296.22	2171.56	33976.5	7223.6
264922	14.5115	-6264.24	2165.12	33963.7	7215.24
266875	14.5095	-6277.09	2174.74	33975.5	7202.8
268828	14.5102	-6286.47	2185.25	33996.6	7185.01
270781	14.5037	-6298.49	2186.76	34013.3	7193.86
272734	14.5049	-6313.92	2186.2	34030.4	7218.57
274688	14.5078	-6326.53	2181.14	34051.1	7235.63
276641	14.505	-6336.33	2190.71	34052.6	7251.62
278594	14.5044	-6337.1	2194.56	34023.7	7224.51
280547	14.5039	-6328.15	2192.39	33996.3	7221.3
282500	14.5057	-6315.53	2193.89	33972.6	7218.01
284453	14.5031	-6324.38	2179.96	33964.3	7200.69
286406	14.5015	-6313.11	2181.78	33968.1	7199.93
288359	14.5042	-6313.11	2194.65	33981.4	7205.58
290313	14.5005	-6330.34	2187.88	34000	7214.49
292266	14.5048	-6318.56	2179.91	34029.2	7205.6
294219	14.5014	-6335.78	2179.1	34058	7204.28
296172	14.5012	-6333.05	2186.77	34077.6	7193.6
298125	14.5021	-6327.54	2197.69	34080.3	7213.34
300078	14.4974	-6318.78	2191.24	34064.8	7235.6
302031	14.4976	-6309.18	2184.08	34034.9	7241.03
303984	14.501	-6299.63	2180.41	34011.9	7210.94
305938	14.5007	-6302.39	2186.58	34017.2	7171.53
307891	14.5	-6307.35	2182.3	34025.4	7187.96
309844	14.4994	-6310.12	2184.97	34038.5	7208.49
311797	14.4989	-6323.59	2186.48	34058.8	7226.52
313750	14.4998	-6322.49	2183.7	34083.9	7230.56
315703	14.497	-6325.07	2183.93	34099.8	7232.83
317656	14.4982	-6321.52	2188.95	34086.7	7218.63
319609	14.5013	-6305.54	2192.68	34061.6	7219.65
321563	14.5005	-6305.48	2184.54	34024.2	7230.62
323516	14.497	-6310.66	2175.25	33998.9	7241.04
325469	14.4964	-6308.35	2182.77	33992.6	7217.68
327422	14.4956	-6301.48	2190.56	33983.9	7170.28
329375	14.4973	-6297.23	2189.39	34002	7149.88
331328	14.4965	-6309.67	2186.27	34016.3	7192.2
333281	14.4939	-6319.73	2183.26	34029.7	7246.65
335234	14.4948	-6320.04	2173.19	34057.2	7243.55
337188	14.4945	-6325.64	2161.17	34060.4	7242.22
339141	14.4991	-6322.19	2185.09	34031.4	7231.43
341094	14.4967	-6302.78	2202.18	33993.9	7220.65
343047	14.4969	-6309.94	2200.89	33976.8	7200.11
345000	14.4981	-6299.3	2187.17	33981.1	7152.09
346953	14.4957	-6299.49	2185.37	33989.5	7145.94
348906	14.4937	-6306.09	2190.5	34008.2	7179.88
350859	14.4926	-6303.03	2197.13	34031.7	7215.85
352813	14.4963	-6308.83	2196.2	34051	7259.88
354766	14.4954	-6307.86	2192	34077.1	7252.39
356719	14.4911	-6307.04	2195.06	34081.9	7223.63
358672	14.4909	-6301.71	2199.81	34072.5	7182.62
360625	14.4937	-6286.3	2199.45	34048.3	7175.43
362578	14.4916	-6290.65	2199.85	34025.9	7195.62
364531	14.4924	-6301.5	2200.04	34022.4	7227.55
366484	14.4923	-6304.88	2199.2	34028.4	7208.18
368438	14.4934	-6306	2200.61	34029.6	7155.02
370391	14.4903	-6313.86	2201.27	34049.5	7127.53
372344	14.4916	-6318.2	2192.36	34076.8	7143.49
374297	14.4924	-6317.84	2174.17	34105.8	7190.79
376250	14.4904	-6309.67	2181.17	34113.7	7240.38
378203	14.4899	-6303.82	2184.26	34098.8	7258.99
380156	14.4911	-6300.78	2182.74	34071.2	7249.4
382109	14.489	-6292.46	2183.84	34030.5	7203.56
384063	14.4896	-6290.18	2186.76	34012.1	7179.19
386016	14.4919	-6294.86	2182.79	34015.8	7198
387969	14.4918	-6296.37	2179.21	34024.6	7227.15
389922	14.4867	-6299.69	2180.75	34051.6	7234.6
391875	14.4857	-6291.26	2185.92	34071.9	7196.59
393828	14.4847	-6291.27	2192.81	34097.2	7170.53
395781	14.4849	-6294.23	2188.55	34117.4	7145.34
397734	14.4876	-6294.43	2184.27	34108.7	7142.39
399688	14.4874	-6290.42	2184.22	34082.8	7150.35
401641	14.4865	-6287.24	2184.98	34047.8	7151.8
403594	14.4901	-6280.63	2187.63	34025.7	7161.86
405547	14.4847	-6285.38	2192.34	34031.7	7169.65
407500	14.4829	-6294.41	2198.48	34036.8	7149.35
409453	14.485	-6294.2	2194.5	34049.5	7157.77
411406	14.4853	-6301.04	2195.3	34070.6	7199.61
413359	14.4851	-6291.85	2205.72	34092.9	7252.87
415313	14.4849	-6259.05	2206.33	34115	7254.82
417266	14.4887	-6264.52	2183.43	34116.9	7239.39
419219	14.4864	-6264	2165.58	34095.9	7227.43
421172	14.4849	-6254.13	2159.72	34061.2	7207.64
423125	14.4896	-6258.53	2165.03	34038.4	7198.09
425078	14.4894	-6276.8	2180.13	34029.2	7194.96
427031	14.4879	-6288.64	2180.37	34028.2	7191.05
428984	14.4895	-6295.77	2182.08	34040.3	7182.33
430938	14.485	-6301.52	2193.48	34059.4	7192.24
432891	14.4867	-6302.7	2199.3	34086	7199.37
434844	14.4854	-6303.08	2198.86	34117.4	7186.11
436797	14.4837	-6313.55	2198.6	34118.3	7156.99
438750	14.4814	-6314.15	2194.35	34095.5	7149.57
440703	14.4812	-6295.28	2191.89	34060.2	7136.06
442656	14.4883	-6271.97	2185.12	34023.8	7103.42
444609	14.4852	-6267.95	2188.71	34003.6	7157.67
446563	14.4811	-6275.99	2192.96	34005.1	7235.68
448516	14.4881	-6291.42	2197.14	34009.4	7285.32
450469	14.4834	-6299.87	2183.65	34030.7	7270.8
452422	14.4817	-6298.34	2142.27	34054.9	7228.38
454375	14.4816	-6290.04	2141.5	34085.2	7201.88
456328	14.4839	-6261.51	2137.15	34102.4	7182.96
458281	14.486	-6251.39	2143.32	34095.6	7175.92
460234	14.4863	-6249.19	2147.41	34064.5	7165.77
462188	14.4851	-6274.87	2157.97	34029.9	7110.08
464141	14.4823	-6300.57	2159.59	34014.6	7103.27
466094	14.4825	-6322.88	2168.94	34017.4	7143.77
468047	14.4805	-6330.4	2189.78	34023.6	7185.69
470000	14.4845	-6343.13	2204.11	34042.2	7210.27
471953	14.4792	-6337.12	2225.8	34060.9	7208.22
473906	14.4837	-6329.99	2231.51	34074.6	7215.89
475859	14.482	-6317.01	2232.81	34091.4	7200.84
477813	14.4797	-6303.14	2226.52	34090.4	7177.94
479766	14.479	-6293.78	2213.16	34063.7	7175.38
481719	14.4793	-6282.58	2202.89	34035.1	7178.48
483672	14.4813	-6280.81	2202.3	34017.7	7180.59
485625	14.4837	-6275.98	2197.09	34014.4	7158.43
487578	14.4824	-6280.28	2196.49	34023	7156.6
489531	14.481	-6279.97	2198.43	34043.8	7186.26
491484	14.4801	-6267.85	2200.32	34072.5	7224.67
493438	14.478	-6251.32	2206.87	34090.1	7206.75
495391	14.4774	-6243.26	2208.68	34100.4	7161.06
497344	14.477	-6236.67	2208.2	34096.8	7148.36
499297	14.479	-6231.1	2202.89	34077.1	7138.14
501250	14.479	-6222.95	2206.76	34038.3	7145.99
503203	14.479	-6214.03	2208.97	34023.5	7192.64
505156	14.479	-6213.08	2206.5	34028.6	7237.01
507109	14.4812	-6218.88	2206.73	34032.5	7249.35
509063	14.4818	-6235.67	2216.6	34049.8	7249.55
511016	14.474	-6252.5	2209.81	34066.7	7232.02
512969	14.4763	-6257.73	2206.08	34095.5	7178.6
514922	14.477	-6253.02	2203.97	34115.5	7140.29
516875	14.477	-6236.91	2201.9	34108.6	7132.58
518828	14.4776	-6220.81	2202.43	34099.8	7143.63
520781	14.478	-6200.95	2207.11	34068.7	7186.56
522734	14.4757	-6194.18	2213.55	34036.1	7214.27
524688	14.4756	-6191.8	2215.23	34024.7	7208.75
526641	14.477	-6178.48	2214.72	34034	7221.85
528594	14.477	-6185.25	2221.11	34051.4	7205.85
530547	14.4767	-6196.36	2215.72	34077.3	7190.11
532500	14.4763	-6207.52	2216.2	34097	7202.28
534453	14.4751	-6206.82	2207.57	34111.3	7205.41
536406	14.4707	-6205.83	2199.97	34116.7	7178.01
538359	14.4713	-6195.8	2196.5	34100.6	7152.62
540313	14.4759	-6185.49	2194.19	34062.1	7153.76
542266	14.4784	-6179.74	2193.41	34024	7185.19
544219	14.4747	-6178.99	2191.52	33997.8	7207.79
546172	14.474	-6184.4	2204.09	34002.8	7214.9
548125	14.4734	-6188.13	2215.87	34016.7	7216.58
550078	14.4733	-6199.29	2213.51	34042	7220.65
552031	14.4757	-6216.14	2219.01	34065.3	7210.71
553984	14.475	-6231.49	2218.5	34081.9	7199.23
555938	14.4734	-6259.87	2214.07	34094.5	7191.27
557891	14.4713	-6279.18	2212.94	34087.7	7172.56
559844	14.4762	-6280.83	2210.46	34068.8	7157.75
561797	14.4804	-6292.75	2204.7	34031.3	7170.07
563750	14.4771	-6303.96	2198.07	34016.4	7182.99
565703	14.4743	-6314.1	2191.89	34019.9	7194.67
567656	14.477	-6325.92	2195.62	34025.9	7199.39
569609	14.4767	-6327.71	2195.35	34041.9	7185.94
571563	14.4766	-6328.86	2196.62	34064.4	7142.79
573516	14.4757	-6338.65	2199.2	34094.6	7125.65
575469	14.471	-6336.03	2196.8	34122.4	7164.78
577422	14.472	-6336.26	2208.62	34118.7	7217.47
579375	14.4737	-6331.81	2202.68	34098.2	7236.73
581328	14.4727	-6331.41	2204.38	34063.6	7227.92
583281	14.4723	-6334.04	2204.5	34040.8	7206.8
585234	14.473	-6334.03	2202.27	34031.8	7185.05
587188	14.473	-6338.73	2186.35	34041.9	7177.51
589141	14.4753	-6345.7	2191.06	34065.6	7188.4
591094	14.4777	-6352.59	2189.14	34085.4	7204.23
593047	14.4711	-6347.67	2189.94	34104.4	7218.21
595000	14.4683	-6339.55	2197.72	34135.2	7197.14
596953	14.4717	-6333.28	2195.56	34141.8	7163.44
598906	14.4727	-6322.15	2201.65	34116.5	7146.58
600859	14.4707	-6317.44	2195.28	34073.9	7152.09
602813	14.4696	-6331.55	2168.6	34045.8	7173.62
604766	14.4736	-6328.33	2174.82	34035.1	7204.73
606719	14.4753	-6332.82	2181.21	34043.9	7218.37
608672	14.4763	-6338.53	2180.2	34059.1	7208.15
610625	14.476	-6343.36	2189.72	34082.2	7189.65
612578	14.474	-6355.28	2202.28	34108.7	7177.11
614531	14.4717	-6353.31	2206.32	34136	7183.99
616484	14.469	-6350.72	2197.91	34146.6	7178.63
618438	14.4714	-6346.37	2196.51	34131.8	7176.54
620391	14.4683	-6331.8	2199.61	34097.1	7150.54
622344	14.4684	-6340.3	2206.19	34067	7092.84
624297	14.4683	-6353.63	2209.28	34055.6	7128.05
626250	14.4717	-6348.77	2207.66	34065.8	7200.04
628203	14.4733	-6343.26	2211.61	34072.3	7251.44
630156	14.4717	-6348.79	2211.7	34098.3	7245.41
632109	14.4663	-6300.25	2218.45	34123.5	7225.08
634063	14.465	-6205.26	2212.55	34149.1	7212.2
636016	14.467	-6091.25	2207.19	34157.1	7202.61
637969	14.47	-6008.61	2200.08	34143.6	7189.19
639922	14.468	-5930.82	2199.92	34123.8	7190.02
641875	14.4699	-5831.83	2210.33	34093	7196.02
643828	14.4733	-5703.81	2200.13	34069.5	7190.17
645781	14.472	-5517.64	2194.41	34079.6	7172.56
647734	14.471	-5378.77	2214.49	34089.2	7145.54
649688	14.467	-5241.12	2226.41	34102	7127.07
651641	14.4672	-5042.25	2221.15	34125.1	7144.14
653594	14.4731	-4827.45	2222.83	34148.9	7150.19
655547	14.4673	-4653.97	2227.2	34169.4	7173.36
657500	14.4686	-4563.91	2217.1	34165.1	7196.8
659453	14.4703	-4605.08	2208.85	34141.6	7186.2
661406	14.47	-4711.77	2197.48	34108.5	7200.64
663359	14.4667	-4914.83	2184.25	34085	7231.09
665313	14.464	-5219.1	2184.08	34086.8	7227.67
667266	14.465	-5566.05	2178.56	34100.9	7211.99
669219	14.4663	-5842.7	2164.05	34121.9	7212.88
671172	14.4656	-6078.2	2161.06	34135.9	7212.92
673125	14.4677	-6369.66	2165.25	34155.4	7189.43
675078	14.4703	-6504.4	2160.46	34167.5	7137.5
677031	14.47	-6534.59	2158.85	34167.4	7093.9
678984	14.465	-6553.04	2161.67	34149.6	7104.3
680938	14.466	-6545.39	2161.5	34112.7	7126.2
682891	14.4656	-6523.32	2168.42	34078.2	7155.94
684844	14.4687	-6481.59	2182.01	34070.1	7181.55
686797	14.4673	-6399.37	2201.6	34079.1	7211.64
688750	14.4647	-6335.61	2204.26	34099.2	7221.8
690703	14.4636	-6307.21	2208.83	34126.1	7191.92
692656	14.4673	-6287.03	2198.98	34144.6	7173.24
694609	14.469	-6275.7	2189.48	34160	7174.51
696563	14.4677	-6268.86	2183.97	34163.2	7157.25
698516	14.4633	-6267.91	2179.04	34143	7134.1
700469	14.467	-6268.14	2179.04	34112	7137.24
702422	14.4647	-6267.38	2183.17	34069.1	7163.87
704375	14.4653	-6263.93	2183.74	34048.9	7179.05
706328	14.4687	-6267.1	2189.21	34052.9	7172.04
708281	14.469	-6267.27	2190.48	34066.1	7157.51
710234	14.4663	-6257.73	2184.66	34090	7179.99
712188	14.4647	-6263.01	2189.56	34115.7	7214.13
714141	14.4637	-6266.25	2191	34139.2	7187.85
716094	14.463	-6265.44	2193.55	34156.6	7118.35
718047	14.4633	-6262.3	2187	34148.4	7117.39
720000	14.4653	-6254.02	2181.14	34122.9	7146.5
721953	14.4667	-6255.6	2183.25	34090.7	7198.1
723906	14.462	-6257.48	2183.98	34075.2	7230.12
725859	14.4613	-6256.29	2184.66	34082	7227.12
727813	14.466	-6259.87	2186.8	34097.5	7214.69
729766	14.4627	-6259.4	2191.67	34122.5	7216.2
731719	14.463	-6257.67	2191.37	34145.6	7196.89
733672	14.462	-6259.15	2191.42	34161.6	7174.83
735625	14.4623	-6257.41	2190.29	34175.6	7156.55
737578	14.4597	-6253.87	2185.65	34163.3	7149.52
739531	14.4617	-6243.41	2184.92	34137.6	7141.05
741484	14.4656	-6234.89	2181.94	34094.5	7134.95
743438	14.4684	-6232.24	2186.63	34068.3	7151.09
745391	14.4637	-6235.4	2185.85	34068.4	7170.25
747344	14.4634	-6228.86	2183.77	34080.6	7182.03
749297	14.4616	-6216.83	2192.12	34097.2	7153.96
751250	14.465	-6221.86	2192.79	34119.9	7152.5
753203	14.462	-6230.42	2191.23	34145.5	7158.03
755156	14.457	-6222.83	2196.83	34169.4	7150.41
757109	14.4587	-6207.59	2200.22	34157.4	7164.97
759063	14.4593	-6211.93	2193.84	34128.1	7182.17
761016	14.4603	-6209.42	2197.64	34101	7190.6
762969	14.4577	-6207.09	2207.34	34072.5	7191.68
764922	14.4597	-6208.9	2197.23	34046.5	7196.02
766875	14.4597	-6211.24	2194.01	34050.5	7180.01
768828	14.458	-6209.43	2202.82	34066.2	7178.14
770781	14.4603	-6206.71	2208.38	34087.8	7174.15
772734	14.46	-6200	2205.64	34118.6	7111.34
774688	14.4567	-6188.59	2207.84	34140.6	7043.5
776641	14.4537	-6185.29	2212.32	34147.2	7055.65
778594	14.4543	-6177.15	2203.1	34121	7144.1
780547	14.456	-6169.36	2186.57	34087.6	7225.92
782500	14.4537	-6166.7	2185.83	34059.3	7264.25
784453	14.4537	-6159.88	2190.16	34044.1	7255.19
786406	14.4557	-6157.96	2183.86	34061	7244.83
788359	14.4597	-6159.73	2197.3	34079	7231.8
790313	14.4627	-6166.22	2213.15	34101.3	7202.12
792266	14.46	-6156.88	2204.63	34130.5	7193.76
794219	14.461	-6150.04	2200.76	34159.1	7181.35
796172	14.4563	-6136.64	2176.45	34168.7	7157.67
798125	14.459	-6134.35	2170.12	34152.7	7147.76
800078	14.4547	-6131.63	2171.03	34116.1	7144.19
802031	14.4477	-6130.22	2171.09	34076	7148.44
803984	14.4527	-6123.07	2171.35	34059.3	7168.57
805938	14.456	-6116.17	2176.75	34060.7	7181.73
807891	14.4553	-6113.48	2180.09	34066.4	7189.53
809844	14.454	-6113.12	2179.56	34080.5	7158.78
811797	14.4567	-6102.95	2178.89	34111.3	7118.75
813750	14.4603	-6095.17	2184.43	34146.9	7137.18
815703	14.4567	-6085.68	2190.59	34174.7	7172.88
817656	14.457	-6073.44	2193	34177.2	7183.24
819609	14.4607	-6062.15	2191.67	34152.6	7173.94
821563	14.4583	-6039.33	2194.92	34117.3	7176.6
823516	14.45	-6021.7	2192.23	34096.2	7170.14
825469	14.4573	-6007.98	2187.78	34086.6	7142.23
827422	14.459	-5997.16	2188.09	34094.7	7133.35
829375	14.4573	-6004.53	2189.63	34109.8	7133.45
831328	14.4553	-6005.04	2191.43	34135.9	7156.03
833281	14.4507	-6005.1	2189.87	34160.6	7163.13
835234	14.4523	-5998.06	2187.84	34181.6	7147.97
837188	14.4527	-5990.31	2187.52	34175.9	7154.6
839141	14.453	-5980.43	2185.08	34151	7174.87
841094	14.454	-5963.48	2183.52	34115.4	7187.23
843047	14.4543	-5943.71	2184.81	34096.1	7209.26
845000	14.4577	-5931.15	2186.17	34092.9	7221.36
846953	14.4557	-5911.17	2191.82	34098.3	7211.31
848906	14.456	-5892.26	2192.29	34117.8	7194.46
850859	14.453	-5883.78	2192.36	34140.4	7157.88
852813	14.452	-5873.02	2187.93	34163.4	7133.72
854766	14.4533	-5861.11	2182.87	34191.9	7152.11
856719	14.452	-5857.58	2185.64	34185.7	7168.16
858672	14.4517	-5852.75	2187.37	34160.3	7173.08
860625	14.4503	-5833.84	2186.75	34132.1	7157.13
862578	14.4497	-5820.88	2178.17	34104.7	7158.98
864531	14.4497	-5808.05	2180.6	34087.9	7196.75
866484	14.448	-5802.01	2184.09	34089.8	7220.08
868438	14.45	-5796.17	2188.84	34102.7	7218.65
870391	14.45	-5796.17	2193.76	34115.1	7202.14
872344	14.452	-5790.53	2194.43	34133.6	7192.09
874297	14.4537	-5785.3	2193.94	34157.6	7157.61
876250	14.4493	-5775.35	2186.24	34160.5	7122.99
878203	14.4517	-5771.39	2184.74	34148	7097.6
880156	14.452	-5761.33	2195.71	34124	7109
882109	14.445	-5760.21	2200.11	34089.9	7159.38
884063	14.4457	-5763.01	2200.85	34073.3	7196.8
886016	14.452	-5762.33	2203.89	34067.7	7200.23
887969	14.4533	-5761.7	2188.86	34074.2	7185.3
889922	14.452	-5773.02	2179.33	34093.8	7163.15
891875	14.4517	-5781.78	2182.66	34120.2	7130.77
893828	14.4493	-5788.98	2198.75	34135.7	7138.35
895781	14.447	-5798.53	2190.24	34157	7144.9
897734	14.4497	-5817.12	2184.73	34160.8	7114.46
899688	14.4517	-5831.07	2184.99	34135.7	7097.11
901641	14.4506	-5846.94	2163.46	34103.8	7109.21
903594	14.4463	-5871.51	2170.5	34086.4	7159.12
905547	14.449	-5893.67	2179.82	34077.1	7209.86
907500	14.451	-5916.89	2183.74	34072.7	7216.59
909453	14.447	-5941.28	2180.71	34090.7	7216.98
911406	14.4473	-5964.73	2178.98	34118.8	7204.06
913359	14.448	-5990.17	2173.85	34142.2	7207.2
915313	14.4456	-6015.58	2174.03	34166.7	7188.69
917266	14.4417	-6038.29	2178.19	34172.3	7164.37
919219	14.444	-6055.36	2186.01	34151.3	7132.47
921172	14.445	-6067.76	2188.32	34122.7	7087.79
923125	14.444	-6087.29	2200.45	34110.9	7095.77
925078	14.4463	-6109.36	2201.57	34115.2	7166.71
927031	14.447	-6125.99	2208.59	34117.1	7226.43
928984	14.4453	-6144.17	2197.99	34131.6	7225.76
930938	14.444	-6165.78	2191.63	34152.6	7204.37
932891	14.4466	-6180.6	2194.49	34183.4	7184.72
934844	14.4447	-6194.66	2189.36	34212.9	7166.18
936797	14.4433	-6205.64	2191.12	34211.6	7147.11
938750	14.4397	-6211.76	2191.54	34186.9	7152.74
940703	14.4444	-6215.46	2191.2	34154.2	7160.49
942656	14.445	-6220.82	2198.42	34128.2	7162.29
944609	14.4434	-6232.87	2197.4	34122.6	7116.15
946563	14.4466	-6230.91	2193.68	34131.2	7045.52
948516	14.4454	-6226.92	2188.49	34140.7	7070.33
950469	14.446	-6239.96	2193.61	34158.8	7154.04
