scl , ecg , emg_trap
4.8632,-1069.7,-11250
4.863,-1296.6,-11239
4.863,-1454.3,-11229
4.8638,-1632,-11236
4.8632,-1791.4,-11245
4.8638,-1930.4,-11267
4.8632,-2025.5,-11283
4.863,-2080.9,-11293
4.863,-2053,-11300
4.863,-1977.5,-11302
4.863,-1931.9,-11304
4.863,-1853.9,-11309
4.863,-1778.6,-11318
4.863,-1727.3,-11319
4.863,-1721.3,-11315
4.863,-1708,-11305
4.863,-1718.7,-11308
4.8622,-1720.2,-11316
4.8628,-1704.8,-11312
4.863,-1708.2,-11316
4.8638,-1731.8,-11321
4.8632,-1724.5,-11310
4.863,-1736.9,-11326
4.863,-1735.3,-11318
4.863,-1719.7,-11311
4.8622,-1725.7,-11298
4.8628,-1724.2,-11314
4.8622,-1727.6,-11311
4.862,-1735.9,-11314
4.8628,-1741.3,-11314
4.8622,-1748.5,-11319
4.862,-1742,-11319
4.8628,-1750,-11322
4.8622,-1751.5,-11326
4.8628,-1735.4,-11325
4.8622,-1735.6,-11318
4.862,-1739.9,-11314
4.862,-1736.6,-11315
4.862,-1729.2,-11322
4.862,-1721.1,-11314
4.862,-1729.2,-11320
4.862,-1717.4,-11316
4.862,-1718.5,-11314
4.862,-1697.8,-11320
4.8628,-1706.3,-11323
4.8622,-1725.1,-11313
4.862,-1728.8,-11308
4.862,-1719,-11315
4.8612,-1727.6,-11315
4.8618,-1706,-11324
4.8612,-1702.8,-11314
4.8618,-1710.1,-11316
4.862,-1690.4,-11316
4.862,-1679.7,-11311
4.862,-1683.5,-11312
4.8628,-1672.3,-11310
4.863,-1679.8,-11317
4.8622,-1676.4,-11316
4.862,-1668.6,-11311
4.8612,-1663.3,-11326
4.8618,-1679.3,-11316
4.8628,-1662.5,-11322
4.8622,-1657.9,-11323
4.862,-1645.1,-11325
4.862,-1646.9,-11318
4.862,-1630.1,-11315
4.862,-1627.8,-11303
4.8612,-1636.1,-11310
4.861,-1652.6,-11326
4.8618,-1653.2,-11317
4.862,-1645.7,-11317
4.862,-1631.4,-11319
4.862,-1597.3,-11321
4.862,-1576.1,-11323
4.862,-1590.4,-11312
4.862,-1585.2,-11318
4.8612,-1585,-11317
4.861,-1588.7,-11314
4.861,-1588.9,-11316
4.861,-1583.9,-11309
4.861,-1557.1,-11293
4.8618,-1541,-11315
4.8612,-1520.7,-11318
4.8618,-1510.4,-11309
4.862,-1512.2,-11315
4.8612,-1499.7,-11310
4.8618,-1488.8,-11309
4.8612,-1502.4,-11315
4.861,-1491.2,-11314
4.861,-1486.3,-11316
4.861,-1482.1,-11316
4.861,-1479.3,-11323
4.861,-1464.8,-11328
4.8618,-1437.6,-11321
4.8612,-1427.9,-11315
4.8618,-1419,-11322
4.862,-1406.3,-11311
4.8612,-1386.3,-11317
4.861,-1393.6,-11325
4.861,-1375.9,-11324
4.861,-1368.2,-11317
4.861,-1369,-11330
4.861,-1351.8,-11330
4.8618,-1346,-11333
4.862,-1345.8,-11334
4.862,-1339,-11332
4.8612,-1322.1,-11331
4.861,-1316.3,-11330
4.861,-1297.2,-11335
4.861,-1303.3,-11320
4.861,-1285.6,-11319
4.8618,-1294.3,-11308
4.8612,-1300.6,-11319
4.8618,-1266.1,-11326
4.862,-1266.7,-11320
4.8612,-1251.1,-11318
4.861,-1239.1,-11323
4.861,-1246.7,-11315
4.861,-1281.2,-11323
4.8602,-1271,-11319
4.86,-1266.9,-11317
4.8608,-1262.5,-11327
4.861,-1263.9,-11321
4.861,-1272,-11328
4.861,-1280.7,-11328
4.8618,-1313,-11325
4.862,-1325.6,-11327
4.8612,-1349.5,-11326
4.861,-1359.2,-11324
4.861,-1385.1,-11322
4.861,-1399.1,-11322
4.861,-1417.6,-11325
4.861,-1444.4,-11322
4.861,-1468.2,-11321
4.861,-1481.9,-11315
4.861,-1505.6,-11318
4.861,-1527.5,-11316
4.861,-1534.5,-11315
4.861,-1554.9,-11309
4.8602,-1591.7,-11304
4.86,-1608.7,-11310
4.86,-1632.5,-11318
4.86,-1655.5,-11314
4.8608,-1665,-11306
4.861,-1683.1,-11311
4.861,-1696.8,-11301
4.861,-1686.2,-11306
4.861,-1694.9,-11303
4.861,-1711.9,-11301
4.8602,-1728.4,-11287
4.86,-1724.3,-11310
4.86,-1738.4,-11308
4.8608,-1741.9,-11303
4.861,-1744.7,-11301
4.861,-1754,-11303
4.861,-1773.3,-11309
4.861,-1765.1,-11314
4.861,-1779.8,-11307
4.8602,-1799.2,-11296
4.86,-1802.4,-11300
4.86,-1807.3,-11306
4.86,-1805,-11299
4.86,-1820.6,-11296
4.86,-1796.4,-11305
4.86,-1800.2,-11307
4.8608,-1798.1,-11312
4.8602,-1817.4,-11305
4.86,-1823.6,-11303
4.86,-1799.6,-11298
4.86,-1801.3,-11289
4.86,-1797.4,-11293
4.8592,-1804.7,-11301
4.8598,-1813,-11297
4.86,-1836.8,-11307
4.86,-1820.3,-11307
4.86,-1827.8,-11297
4.86,-1832.7,-11300
4.86,-1817.5,-11303
4.86,-1796.2,-11290
4.86,-1814.3,-11306
4.8592,-1773,-11301
4.8598,-1767.1,-11307
4.8592,-1776.2,-11300
4.8598,-1773.1,-11302
4.86,-1782.2,-11296
4.86,-1783.9,-11296
4.8592,-1799.7,-11301
4.8598,-1797,-11298
4.8592,-1782.7,-11291
4.8598,-1796.7,-11299
4.8592,-1791.2,-11296
4.859,-1776.7,-11291
4.859,-1787.2,-11286
4.8598,-1785.4,-11293
4.8592,-1813.3,-11295
4.8598,-1816,-11305
4.86,-1805.4,-11298
4.8592,-1799.2,-11296
4.859,-1798.5,-11294
4.859,-1786.4,-11292
4.859,-1793.5,-11293
4.859,-1799.7,-11296
4.859,-1794.3,-11304
4.859,-1780.8,-11297
4.8598,-1782.9,-11306
4.8593,-1775.6,-11300
4.859,-1789.7,-11295
4.859,-1799.9,-11293
4.859,-1781.8,-11290
4.8583,-1793.6,-11290
4.8587,-1804.6,-11295
4.859,-1804.3,-11291
4.8583,-1804.8,-11294
4.858,-1811.6,-11294
4.8587,-1821.2,-11298
4.859,-1827.4,-11298
4.859,-1822.8,-11299
4.859,-1806,-11302
4.8583,-1802.9,-11293
4.8587,-1808.9,-11285
4.8583,-1806.2,-11284
4.858,-1808.4,-11288
4.858,-1793.2,-11298
4.858,-1775.4,-11292
4.858,-1796.8,-11301
4.858,-1778.6,-11298
4.858,-1779.9,-11291
4.858,-1795.1,-11291
4.858,-1809.9,-11301
4.858,-1802.1,-11303
4.8587,-1815.3,-11289
4.8583,-1834.4,-11288
4.8573,-1833.9,-11297
4.8577,-1817.9,-11300
4.858,-1792.7,-11300
4.858,-1783.5,-11312
4.8587,-1792.3,-11311
4.8583,-1800.3,-11312
4.858,-1791.6,-11299
4.858,-1792.1,-11302
4.8573,-1786.6,-11289
4.857,-1788.3,-11275
4.857,-1812.7,-11284
4.857,-1824.8,-11295
4.8577,-1833,-11300
4.8573,-1845.1,-11297
4.857,-1844.5,-11293
4.8577,-1842.6,-11303
4.858,-1842,-11296
4.8573,-1829.3,-11286
4.857,-1826.8,-11295
4.857,-1824.2,-11299
4.857,-1832.7,-11283
4.8563,-1838.7,-11283
4.856,-1854.1,-11293
4.8575,-1847.4,-11299
4.8573,-1845.3,-11303
4.8577,-1853.9,-11306
4.858,-1861.2,-11295
4.8573,-1854.7,-11296
4.857,-1860.8,-11304
4.857,-1843.4,-11294
4.857,-1849.5,-11292
4.8563,-1847.6,-11299
4.8567,-1830.4,-11295
4.857,-1833,-11288
4.857,-1834,-11294
4.857,-1813.9,-11294
4.857,-1816.5,-11298
4.857,-1833.3,-11286
4.857,-1839.4,-11285
4.8563,-1830,-11288
4.856,-1825.4,-11292
4.8567,-1836.3,-11294
4.8563,-1841.1,-11291
4.856,-1845.3,-11295
4.856,-1846.5,-11304
4.856,-1855.6,-11303
4.8567,-1872.2,-11300
4.857,-1858.3,-11294
4.8563,-1853.1,-11287
4.856,-1856,-11292
4.856,-1852.1,-11286
4.8567,-1851.1,-11291
4.8563,-1849.4,-11290
4.856,-1854.6,-11292
4.856,-1850.5,-11287
4.856,-1857.6,-11295
4.856,-1867,-11297
4.8567,-1859.3,-11297
4.857,-1864.1,-11291
4.8563,-1857,-11288
4.8553,-1859,-11292
4.855,-1851.5,-11279
4.8557,-1852,-11285
4.856,-1865.4,-11305
4.856,-1867.2,-11298
4.856,-1858.7,-11296
4.8567,-1869.6,-11304
4.8563,-1842.7,-11295
4.8567,-1834.5,-11280
4.8563,-1834.9,-11283
4.856,-1829.9,-11284
4.8553,-1847.7,-11289
4.8557,-1856.4,-11295
4.856,-1864,-11289
4.856,-1861.5,-11289
4.856,-1864.5,-11295
4.856,-1861.9,-11296
4.856,-1867.6,-11291
4.856,-1872.4,-11288
4.8553,-1862.5,-11283
4.8557,-1853.9,-11293
4.8553,-1851.1,-11284
4.855,-1857.4,-11287
4.855,-1857.8,-11283
4.855,-1848.7,-11293
4.8557,-1840.9,-11304
4.8553,-1838.8,-11293
4.8557,-1840.5,-11292
4.8553,-1845.2,-11296
4.855,-1852.4,-11289
4.855,-1868.3,-11284
4.855,-1872.2,-11304
4.855,-1851.5,-11297
4.855,-1840.3,-11287
4.855,-1828.3,-11286
4.855,-1834.7,-11294
4.855,-1860.5,-11290
4.855,-1864.7,-11291
4.8557,-1854.4,-11293
4.8553,-1855.8,-11290
4.855,-1858.2,-11281
4.855,-1836.9,-11281
4.855,-1833,-11280
4.855,-1814.4,-11290
4.855,-1816.1,-11293
4.855,-1816.4,-11292
4.855,-1814.8,-11303
4.8543,-1835.5,-11294
4.8547,-1853.3,-11293
4.855,-1853.3,-11294
4.855,-1845,-11277
4.855,-1858.8,-11287
4.855,-1865,-11282
4.8543,-1868.4,-11288
4.854,-1865.3,-11296
4.8547,-1851.2,-11282
4.8543,-1856.4,-11292
4.8547,-1857.4,-11291
4.855,-1855,-11293
4.855,-1864.7,-11297
4.855,-1869.9,-11288
4.855,-1866,-11289
4.8536,-1845.9,-11285
4.8537,-1836.5,-11283
4.854,-1812.8,-11289
4.854,-1807.4,-11284
4.854,-1819.4,-11283
4.854,-1799.8,-11296
4.8547,-1795.4,-11290
4.855,-1786.5,-11279
4.8543,-1800.2,-11286
4.854,-1810.2,-11288
4.854,-1818.9,-11281
4.854,-1814.6,-11299
4.854,-1817.3,-11305
4.854,-1803.5,-11302
4.854,-1788.8,-11299
4.854,-1767.6,-11305
4.854,-1717.4,-11301
4.854,-1698.4,-11303
4.854,-1672.3,-11302
4.854,-1666.9,-11303
4.8533,-1660.7,-11304
4.853,-1655.3,-11308
4.853,-1694.4,-11308
4.8537,-1724.5,-11304
4.8533,-1718.2,-11314
4.853,-1705.3,-11307
4.8537,-1704.3,-11303
4.8547,-1722.9,-11308
4.8536,-1743,-11306
4.853,-1759.2,-11291
4.853,-1759.4,-11291
4.853,-1747.7,-11291
4.853,-1754.9,-11295
4.853,-1777,-11305
4.853,-1810.7,-11308
4.853,-1824.8,-11308
4.853,-1814.7,-11307
4.853,-1828.7,-11299
4.853,-1831.9,-11301
4.853,-1830.4,-11295
4.8523,-1852.7,-11297
4.852,-1847.7,-11292
4.852,-1845.9,-11287
4.852,-1851,-11286
4.852,-1860,-11283
4.8527,-1860,-11279
4.853,-1874,-11294
4.853,-1888.2,-11307
4.853,-1887.6,-11297
4.8523,-1888.1,-11300
4.852,-1885.3,-11291
4.852,-1891,-11284
4.852,-1881.5,-11291
4.852,-1892.1,-11295
4.852,-1888.1,-11293
4.852,-1890.2,-11291
4.852,-1886.5,-11290
4.852,-1879.8,-11285
4.852,-1886.4,-11289
4.852,-1885.1,-11291
4.852,-1887.5,-11299
4.8513,-1889.6,-11295
4.851,-1886.2,-11291
4.8517,-1887.5,-11286
4.8513,-1893.6,-11293
4.851,-1902.5,-11296
4.8517,-1901,-11288
4.852,-1900.1,-11292
4.852,-1900.1,-11290
4.852,-1891.8,-11284
4.8513,-1890.8,-11291
4.851,-1891.4,-11287
4.851,-1899.7,-11282
4.851,-1890.4,-11292
4.851,-1881.2,-11286
4.851,-1875.9,-11287
4.8503,-1875.8,-11287
4.8507,-1878.6,-11288
4.851,-1874.3,-11293
4.851,-1865.8,-11291
4.851,-1858.1,-11286
4.851,-1875.3,-11291
4.8503,-1891.7,-11294
4.85,-1884.2,-11292
4.85,-1880.9,-11292
4.85,-1882.6,-11299
4.85,-1882.6,-11301
4.8507,-1870.2,-11298
4.8503,-1857.1,-11288
4.8507,-1871.2,-11292
4.8503,-1881.9,-11293
4.85,-1884.9,-11287
4.85,-1889.2,-11286
4.85,-1895.1,-11295
4.85,-1912.3,-11299
4.85,-1941.3,-11291
4.85,-1958.1,-11286
4.85,-1971.6,-11291
4.85,-1950.6,-11287
4.8507,-1864.8,-11290
4.8503,-1778.3,-11287
4.8494,-1786.9,-11304
4.849,-1721.6,-11314
4.849,-1617.6,-11324
4.8496,-1545.6,-11338
4.8494,-1433.5,-11335
4.8496,-1301.3,-11342
4.85,-1128.3,-11344
4.85,-939.99,-11343
4.85,-721.62,-11360
4.85,-411.57,-11363
4.8494,-129.98,-11347
4.849,44.42,-11337
4.849,52.721,-11315
4.849,-150.25,-11292
4.849,-494.28,-11282
4.849,-767.52,-11279
4.849,-1091.1,-11257
4.849,-1303.4,-11228
4.849,-1471.3,-11217
4.849,-1655.1,-11209
4.849,-1800.2,-11213
4.849,-1916.1,-11221
4.849,-2018.6,-11220
4.8483,-2091.3,-11247
4.8473,-2087.5,-11252
4.8483,-2027.3,-11270
4.849,-1961.1,-11289
4.849,-1869.1,-11304
4.849,-1818,-11307
4.849,-1789.6,-11309
4.8484,-1763.3,-11302
4.848,-1751.7,-11300
4.848,-1764.8,-11301
4.848,-1759.2,-11293
4.848,-1745.6,-11296
4.848,-1748.7,-11304
4.848,-1749.8,-11303
4.8486,-1744,-11296
4.849,-1751.8,-11294
4.849,-1757.8,-11300
4.8484,-1752.8,-11296
4.848,-1760,-11295
4.848,-1749.6,-11296
4.8474,-1756.5,-11297
4.847,-1767.7,-11299
4.8476,-1794.8,-11313
4.848,-1795.6,-11314
4.848,-1770.9,-11310
4.848,-1760,-11304
4.848,-1769.3,-11307
4.848,-1757.4,-11317
4.848,-1749.8,-11308
4.8474,-1771.1,-11306
4.847,-1777.3,-11312
4.847,-1771.5,-11308
4.8476,-1765.1,-11309
4.8474,-1755.6,-11311
4.8476,-1730.6,-11317
4.8474,-1710.4,-11310
4.8476,-1724.8,-11305
4.848,-1722.5,-11311
4.8474,-1726.7,-11301
4.847,-1727,-11295
4.847,-1721.9,-11303
4.8464,-1728,-11315
4.8466,-1713.1,-11313
4.847,-1707.3,-11314
4.847,-1715,-11320
4.847,-1715.2,-11317
4.847,-1709.3,-11318
4.847,-1697.2,-11316
4.847,-1695.4,-11318
4.847,-1685.8,-11316
4.847,-1670.7,-11310
4.8464,-1656.6,-11309
4.8466,-1654.6,-11294
4.847,-1671.8,-11314
4.847,-1672.1,-11329
4.847,-1676.2,-11330
4.847,-1677.3,-11333
4.847,-1675.4,-11328
4.847,-1665.8,-11325
4.847,-1662.6,-11318
4.8464,-1632.7,-11314
4.846,-1610.6,-11326
4.846,-1597.8,-11334
4.846,-1603.5,-11331
4.8466,-1606.9,-11331
4.8464,-1593.9,-11319
4.846,-1604.5,-11323
4.846,-1615.2,-11337
4.846,-1595,-11338
4.8466,-1589.6,-11328
4.8464,-1572.3,-11332
4.846,-1563.9,-11332
4.846,-1561.2,-11330
4.846,-1547.9,-11323
4.846,-1544.6,-11332
4.846,-1549.1,-11341
4.846,-1540.2,-11337
4.8466,-1552.2,-11337
4.8464,-1547.1,-11338
4.846,-1529.3,-11333
4.8454,-1519.2,-11341
4.8456,-1503.4,-11348
4.8454,-1485.6,-11344
4.8456,-1467,-11339
4.8454,-1447.4,-11324
4.845,-1438.8,-11333
4.8456,-1443.2,-11339
4.846,-1422.6,-11334
4.846,-1418.4,-11333
4.846,-1416.6,-11344
4.8454,-1402.3,-11352
4.845,-1407.1,-11350
4.845,-1404.3,-11351
4.845,-1409.3,-11347
4.845,-1383.8,-11332
4.845,-1383.6,-11332
4.845,-1380.5,-11341
4.845,-1349.7,-11350
4.8444,-1328.8,-11353
4.8446,-1312.1,-11342
4.845,-1315.5,-11340
4.8444,-1305,-11340
4.8446,-1282.7,-11341
4.845,-1285.1,-11346
4.845,-1296,-11345
4.845,-1288.7,-11334
4.845,-1276.3,-11345
4.845,-1264.8,-11350
4.845,-1256.4,-11358
4.845,-1252.9,-11358
4.845,-1249.4,-11352
4.845,-1250.3,-11361
4.845,-1246.3,-11358
4.8444,-1238.3,-11354
4.844,-1235.2,-11358
4.8446,-1246.4,-11362
4.845,-1270.7,-11353
4.845,-1281.5,-11348
4.845,-1291,-11347
4.8444,-1305.1,-11349
4.844,-1311.8,-11350
4.844,-1326.6,-11339
4.844,-1349.7,-11348
4.844,-1372.8,-11356
4.844,-1413.2,-11359
4.844,-1459.8,-11362
4.844,-1464.6,-11344
4.8446,-1474.5,-11346
4.8444,-1489.6,-11351
4.844,-1494.4,-11347
4.844,-1498,-11341
4.844,-1514.5,-11343
4.844,-1533,-11346
4.844,-1560,-11352
4.844,-1568.3,-11343
4.844,-1611.3,-11349
4.8434,-1646.8,-11349
4.8436,-1640.9,-11346
4.844,-1652.4,-11352
4.8446,-1661.8,-11356
4.8444,-1669.2,-11356
4.844,-1687.4,-11348
4.8434,-1697.7,-11347
4.843,-1712.5,-11352
4.843,-1731.8,-11350
4.843,-1729.8,-11340
4.843,-1723.3,-11341
4.843,-1732,-11346
4.843,-1732.1,-11343
4.8436,-1748.8,-11340
4.8434,-1773.6,-11342
4.843,-1779.1,-11347
4.843,-1770.5,-11347
4.843,-1787.1,-11355
4.843,-1786,-11355
4.843,-1775,-11349
4.843,-1775,-11348
4.843,-1773.2,-11363
4.843,-1761.6,-11362
4.843,-1760.4,-11350
4.843,-1760.5,-11351
4.8424,-1764.9,-11351
4.8426,-1772.3,-11347
4.8424,-1764.4,-11348
4.842,-1766.9,-11352
4.8426,-1792.8,-11355
4.8424,-1799.2,-11354
4.842,-1796.6,-11352
4.8426,-1789.1,-11349
4.843,-1777.7,-11338
4.8424,-1769.8,-11335
4.842,-1738.2,-11339
4.842,-1733.2,-11343
4.842,-1732.4,-11342
4.842,-1740.6,-11344
4.842,-1770.3,-11354
4.842,-1770.6,-11357
4.842,-1778.4,-11352
4.842,-1777,-11349
4.842,-1782.8,-11360
4.842,-1766.2,-11359
4.842,-1743.5,-11345
4.842,-1741.3,-11337
4.8414,-1754.2,-11342
4.841,-1768,-11354
4.841,-1783.7,-11357
4.841,-1792,-11354
4.841,-1788.7,-11354
4.841,-1785.8,-11361
4.8416,-1773.6,-11358
4.8414,-1757.8,-11357
4.841,-1744.7,-11355
4.841,-1742.9,-11353
4.841,-1747.9,-11343
4.841,-1749.3,-11352
4.841,-1763.7,-11362
4.841,-1771.9,-11365
4.841,-1781.9,-11366
4.841,-1799.5,-11364
4.841,-1772.9,-11357
4.841,-1760,-11353
4.841,-1755,-11354
4.841,-1763.3,-11361
4.841,-1770.2,-11357
4.841,-1755.4,-11353
4.841,-1754.9,-11348
4.841,-1764,-11356
4.841,-1773.4,-11349
4.8404,-1772.7,-11352
4.8406,-1773.2,-11359
4.841,-1771.3,-11351
4.8404,-1771.6,-11345
4.8406,-1774.2,-11354
4.8397,-1770.6,-11352
4.839,-1770.5,-11356
4.8396,-1759.9,-11355
4.84,-1757.3,-11361
4.84,-1763.8,-11360
4.84,-1747,-11353
4.84,-1733.7,-11348
4.84,-1737.8,-11355
4.84,-1746.6,-11367
4.84,-1754.6,-11356
4.84,-1760.8,-11347
4.84,-1771.3,-11353
4.8394,-1779.4,-11361
4.839,-1784,-11370
4.839,-1785.3,-11360
4.8396,-1785.3,-11368
4.8394,-1783.5,-11361
4.8396,-1790.2,-11364
4.8394,-1765.8,-11367
4.8396,-1774.3,-11352
4.8394,-1789,-11350
4.8384,-1801,-11366
4.8386,-1793.7,-11368
4.839,-1771.3,-11350
4.839,-1768,-11347
4.8396,-1778.5,-11355
4.8394,-1779.3,-11362
4.839,-1785.6,-11367
4.8384,-1803.4,-11368
4.8386,-1811.9,-11374
4.839,-1806,-11369
4.839,-1804.5,-11364
4.8384,-1798.7,-11361
4.838,-1798.3,-11358
4.838,-1797.4,-11360
4.8386,-1802.2,-11361
4.8384,-1799.9,-11357
4.838,-1790.6,-11365
4.838,-1792.2,-11359
4.8386,-1786.8,-11360
4.839,-1800.6,-11359
4.839,-1807.6,-11352
4.8384,-1803.2,-11358
4.838,-1802,-11359
4.838,-1805.7,-11363
4.838,-1802.7,-11366
4.838,-1809.3,-11362
4.838,-1817.1,-11366
4.838,-1811.3,-11358
4.838,-1815.9,-11359
4.838,-1831.1,-11362
4.838,-1836.1,-11357
4.838,-1832.3,-11352
4.838,-1840.3,-11359
4.8367,-1842.1,-11358
4.836,-1838.2,-11349
4.8373,-1835.3,-11353
4.838,-1835.8,-11363
4.838,-1832,-11367
4.8374,-1825.8,-11368
4.837,-1836.4,-11362
4.837,-1831.1,-11361
4.837,-1821.9,-11356
4.837,-1821.4,-11357
4.837,-1818.1,-11363
4.8364,-1812.9,-11356
4.8366,-1811.2,-11364
4.8376,-1808.5,-11362
4.838,-1803.7,-11359
4.8374,-1793.7,-11352
4.837,-1787.4,-11347
4.837,-1800.4,-11352
4.8376,-1818,-11361
4.8374,-1838.6,-11371
4.8364,-1825.7,-11365
4.836,-1826.7,-11363
4.8366,-1852.7,-11369
4.837,-1853.8,-11362
4.8364,-1829.2,-11355
4.8366,-1830.3,-11361
4.837,-1822.5,-11368
4.837,-1819.1,-11359
4.837,-1817,-11358
4.837,-1835.1,-11353
4.8364,-1833.6,-11359
4.8366,-1813.2,-11363
4.8364,-1825.7,-11365
4.8366,-1823.1,-11373
4.837,-1825.5,-11370
4.837,-1840.7,-11374
4.8364,-1840.4,-11365
4.836,-1847.3,-11353
4.8366,-1839.5,-11356
4.8364,-1842.5,-11357
4.836,-1834.7,-11363
4.8366,-1841.7,-11364
4.837,-1848.4,-11361
4.8364,-1836.4,-11360
4.8366,-1832.4,-11364
4.8364,-1819.1,-11375
4.836,-1813,-11368
4.836,-1817.1,-11363
4.8366,-1820,-11362
4.8364,-1821.6,-11373
4.836,-1826.2,-11372
4.836,-1821.3,-11358
4.836,-1840.4,-11359
4.8366,-1844.7,-11368
4.8364,-1817.3,-11370
4.836,-1820.3,-11377
4.836,-1834.8,-11375
4.8354,-1829.4,-11377
4.8357,-1834.9,-11364
4.8354,-1853.1,-11357
4.835,-1854.9,-11361
4.8357,-1847.8,-11368
4.8354,-1845.4,-11365
4.8357,-1834.1,-11376
4.836,-1837.1,-11371
4.836,-1846.3,-11364
4.8354,-1852.4,-11360
4.835,-1847.3,-11362
4.835,-1850.3,-11360
4.835,-1857.2,-11365
4.835,-1866.3,-11367
4.835,-1850.3,-11366
4.835,-1831,-11376
4.835,-1827.7,-11374
4.835,-1825.1,-11368
4.8357,-1806.6,-11373
4.8354,-1802.6,-11371
4.835,-1813.2,-11366
4.8357,-1811.7,-11366
4.8354,-1834.4,-11356
4.835,-1846.5,-11362
4.835,-1838.1,-11361
4.8343,-1838.1,-11358
4.8346,-1830.8,-11358
4.835,-1816,-11362
4.835,-1800.4,-11373
4.8343,-1794.3,-11354
4.834,-1788,-11347
4.8346,-1787.2,-11350
4.835,-1783.9,-11349
4.835,-1777.8,-11355
4.835,-1775.4,-11360
4.835,-1763.8,-11358
4.8343,-1746.6,-11357
4.8346,-1753.4,-11363
4.8343,-1756.2,-11365
4.8346,-1731.7,-11372
4.835,-1720.9,-11371
4.8343,-1688.5,-11363
4.834,-1671.6,-11364
4.8346,-1666,-11368
4.8343,-1673.2,-11370
4.834,-1677,-11376
4.834,-1689.7,-11379
4.834,-1703.5,-11363
4.834,-1707.7,-11364
4.834,-1692.3,-11361
4.834,-1693.4,-11363
4.834,-1706.9,-11367
4.834,-1731.5,-11358
4.834,-1757.3,-11362
4.8334,-1753.1,-11361
4.833,-1741.1,-11356
4.8336,-1758.2,-11364
4.834,-1781,-11364
4.834,-1812.4,-11363
4.834,-1791.8,-11357
4.834,-1773.1,-11358
4.834,-1777.1,-11364
4.834,-1802.1,-11372
4.8334,-1828.8,-11363
4.8336,-1857.9,-11360
4.8334,-1846.9,-11349
4.833,-1821.7,-11355
4.8336,-1817.3,-11359
4.8334,-1823.8,-11368
4.833,-1828.1,-11367
4.833,-1833.2,-11356
4.833,-1832.3,-11349
4.833,-1833.3,-11350
4.833,-1833.4,-11342
4.833,-1855.1,-11339
4.833,-1866.5,-11347
4.8323,-1869.1,-11361
4.832,-1875.4,-11367
4.832,-1873.3,-11362
4.8327,-1871.9,-11361
4.833,-1870.2,-11357
4.8323,-1871.5,-11354
4.832,-1868.7,-11360
4.8327,-1868.8,-11357
4.8323,-1872.8,-11365
